ANIO;MES;AREA;ESTRATO;LLAVE_PANEL;CONGLOMERADO;MUESTRA;SELVIV;HOGAR;C201;C203;C204;C205;C206;C207;C208;C300n;NROINF;C301_DIA;C301_MES;C301_ANIO;C303;C304;C305;C306_1;C306_2;C306_3;C306_4;C306_5;C306_6;C306_7;C306_8;C306_9;C306_10;C306_10A;C306_11;C306A;C308_COD;C309_COD;C310;C311;C312;C313;C317;C317A;C318_1;C318_2;C318_3;C318_4;C318_5;C318_6;C318_7;C318_T;C328_T;whoraT;C330;C331;C333;C334;P209H;C335;C338;C339_1;C341_T;C342;C344;C345_1;C347_T;C348;C350;C352;C353;C354;C355;C356;C357_I;C358;C359;C361_1;C362_1;C361_2;C362_2;C361_3;C362_3;C361_4;C362_4;C361_5;C362_5;C361_6;C362_6;C361_7;C362_7;C361_8;C362_8;C364_1;C365_1;C364_2;C365_2;C364_3;C365_3;C364_4;C365_4;C366;C366_1;C366_2;C375_1;C375_2;C375_3;C375_4;C375_5;C375_6;C376;C377;OCUP300;D341_T;D344;D347_T;D350;D351_T;I339_1;I342;I345_1;I348;INGTOT;INGTOTP;ingtrabw;RESIDENT;FAC_T300
2023;4;1;3;2.02E+22;17094;1;42;1;1;1;1;2; ;2;36;1;1;31;10;1986;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9629;4630;3;5;4;3;1;15;0;6;8;8;8;0;0;30; ;30;1; ;1;1;1;2;2;150; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;9;3; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ;650; ; ; ;650;650;650;1;20.255.914.554.453
2023;4;1;3;2.02E+22;17094;1;42;1;2;3;1;2; ;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;3;2.02E+22;17094;1;42;1;3;3;1;2; ;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;3;2.02E+22;17094;1;42;2;1;1;1;2; ;2;39;1;1;3;1;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9411;5610;2; ;3;2;1;1;0;7;7;7;7;7;7;42;18;60;1; ;1;2;2;2; ; ; ;520;10; ; ;606;20; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;8;1; ;2;2;2;2;2;2;10;7;1; ;10; ;20; ; ;650; ;606;1286;660;1286;1;20.255.914.554.453
2023;4;1;3;2.02E+22;17094;1;42;2;2;3;1;2; ;1;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;3;2.02E+22;17094;1;42;2;3;3;1;2; ;2;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;3;2.02E+22;17094;1;42;2;4;3;1;2; ;2;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;3;2.02E+22;17094;1;42;3;1;1;1;2; ;2;30;1;1;11;6;1992;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8321;4922;2; ;3;2;1;1;8;8;8;10;6;10;4;54; ;54;1; ;1;1;1;2; ; ; ;1212; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;1232; ; ;1232;1232;1232;1;174.010.558.570.238
2023;4;1;3;2.02E+22;17094;1;42;3;2;11;1;2; ;2;24;2;2;28;2;1999;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9629;4630;3;5;4;1;1;10;0;8;8;8;6;6;8;44; ;44;1; ;2; ;2;2;2;350; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;4; ;6;2;2;2;2;2;2;10;7;1; ; ; ; ; ;1516; ; ; ;1516;1516;1516;1;140.331.357.050.291
2023;4;1;1;2.02E+24;4705302;1;10;1;1;1;1;2; ;2;39;1;1;29;5;1983;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2221;8412;3;2; ; ;5;9998;0;12;0;12;0;12;0;36; ;36;1; ;2; ;2;2;4;4600; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;12;2; ;2;2;2;2;2;2;10;1;1; ; ; ; ;100;4600; ; ; ;4600;4600;4700;1;131.079.782.534.036
2023;4;1;1;2.02E+24;4705302;1;10;1;2;2;1;2; ;1;38;2;2;29;4;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2221;8610;3;2; ; ;5;9998;0;0;12;12;0;12;12;48;36;84;1; ;2; ;2;2;4;4600; ; ; ;3500;45; ; ; ; ; ; ; ; ; ;1;1;1;2; ;1;1;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;12;2; ;2;2;2;2;2;2;10;7;1; ; ;195; ;730;4600; ;3500; ;8295;4600;9025;1;132.105.105.247.823
2023;4;1;1;2.02E+24;4705302;1;10;1;3;3;1;2; ;1;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+24;1772003;1;4;1;1;1;1;2; ;2;52;1;1;17;8;1970;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9111;9700;6; ; ; ;1;2;0;15;15;15;15;15;15;90; ;90;1; ;2; ;2;2;4;1125;25; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;2; ;2;2;2;2;2;2;1;1;1;750; ; ; ;100;1125; ; ; ;1875;1875;1975;1;223.791.567.760.888
2023;4;1;1;2.02E+24;1772003;1;4;1;2;3;1;2; ;1;32;2;2;13;3;1991;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9511;4781;2; ;3;2;1;1;0;4;5;4;3;4;6;26; ;26;1; ;2; ;2;2; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;100; ; ;100;100;100;1;299.840.187.824.783
2023;4;1;1;2.02E+22;47102;1;46;1;1;1;1;2; ;2;74;1;1;27;9;1948;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;2; ; ; ; ;1;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;673.594.053.487.285
2023;4;1;1;2.02E+22;47102;1;46;1;2;3;1;2; ;1;46;2;2;1;5;1976;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3432;7410;2; ;3;2;1;1;0;6;6;6;6;6;6;36; ;36;1; ;2; ;2;2; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;2000; ; ;2000;2000;2000;1;770.873.220.245.006
2023;4;1;1;2.02E+22;20384;1;95;1;1;1;1;2; ;1;38;1;1;11;4;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1169;2599;3;5;1; ;1;14;0;8;8;8;8;8;6;46; ;46;1; ;2; ;2;2;4;4800; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;1;1; ; ; ; ;1200;4800; ; ; ;4800;4800;6000;1;946.971.169.619.729
2023;4;1;1;2.02E+22;20384;1;95;1;2;6;1;2; ;2;70;2;1;2;8;1952;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;2; ; ; ; ;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;3;4; ;2;2;2;2;2;2;10;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1;706.790.387.942.936
2023;4;1;1;2.02E+24;2733901;1;59;1;1;1;1;2; ;1;32;1;1;31;7;1990;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;3312;1; ;1; ;1;6;0;6;8;8;8;8;9;47; ;47;1; ;1;1;1;2; ; ; ;4000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;4;2; ;2; ;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;10;4; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;4000; ; ;4000;4000;4000;1;862.467.351.773.455
2023;4;1;1;2.02E+24;2733901;1;59;1;2;2;1;2; ;2;33;2;2;29;12;1989;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2634;8521;3;5;1; ;4;120;0;8;8;8;8;8;0;40; ;40;1; ;1;1;1;2;4;4000; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;11;6; ;2;2;2;2;2;2;10;7;1; ; ; ; ;999;4000; ; ; ;4000;4000;4999;1;855.773.383.633.359
2023;4;1;1;2.02E+24;2733901;1;59;1;3;3;1;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;18410;1;103;1;1;1;1;2; ;2;67;1;1;1;9;1955;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;2; ; ; ; ;1;1;3;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;1;3;2; ;2; ;9;3; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;271.238.659.584.406
2023;4;1;1;2.02E+22;18410;1;103;1;2;3;1;1; ;1;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; 
2023;4;1;1;2.02E+22;18410;1;103;1;5;6;1;2; ;2;83;5;1;23;12;1939;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;7;2; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;4;5; ;2;2;2;2;2;2;10;6;4; ; ; ; ; ; ; ; ; ; ; ; ;1;271.238.659.584.406
2023;4;1;1;2.02E+22;17666;1;49;1;1;1;1;2; ;2;47;1;1;9;5;1975;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9411;5610;2; ;3;2;1;3;8;0;8;8;8;8;8;48; ;48;1; ;1;1;1;2; ; ; ;1138;8; ; ; ; ; ; ; ; ; ; ; ;1;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;1;1; ;8; ; ; ; ;1130; ; ;1138;1138;1138;1;236.384.898.754.002
2023;4;1;1;2.02E+22;17666;1;49;1;2;3;1;2; ;2;18;2;2;18;1;2005;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2; ;9412;5610;4; ;3;2;1;3;8;5;0;5;5;5;9;37; ;37;1; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ; ; ; ;0;0;0;1;329.043.095.432.193
2023;4;1;1;2.02E+22;17666;1;49;1;3;3;1;2; ;1;15;3;3;1;8;2007;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9412;5610;4; ;2;2;1;3;0;5;6;0;6;6;0;23; ;35;2;35;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;3; ;2;2;2;2;2;2;10;1;1; ; ; ; ; ; ; ; ; ;0;0;0;1;305.461.365.653.288
2023;4;1;1;2.02E+22;27364;1;18;1;1;1;1;2; ;2;78;1;1;27;11;1944;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;8;2; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;140.674.525.171.063
2023;4;1;1;2.02E+24;2443303;1;26;1;1;1;1;2; ;1;29;1;1;8;9;1993;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4419;4641;3;5;1; ;1;6;0;8;8;8;8;8;8;48; ;48;1; ;2; ;2;2;4;1600; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ;333;1600; ; ; ;1600;1600;1933;1;764.048.350.469.545
2023;4;1;1;2.02E+24;2443303;1;26;1;2;2;1;2; ;2;28;2;2;10;4;1994;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4771;3;5;1; ;1;3;0;7;7;7;7;7;7;42; ;42;1; ;2; ;2;2;3;600; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ;1200; ; ; ;1200;1200;1200;1;758.118.253.167.868
2023;4;1;1;2.02E+24;2443303;1;26;1;3;3;1;2; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+24;2443303;1;26;1;4;3;1;2; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+24;2322301;1;82;1;1;1;1;2; ;1;43;1;1;29;6;1979;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5223;4711;4; ;3;2;1;3;2;2;2;2;2;2;4;16; ;16;1; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;4; ;6;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ; ; ; ;0;0;0;1;494.272.753.366.664
2023;4;1;1;2.02E+24;2322301;1;82;1;2;2;1;2; ;2;51;2;2;28;11;1971;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4711;2; ;3;2;1;3;9;9;9;9;9;9;9;63; ;63;1; ;2; ;2;1; ; ; ;700;100; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ;100; ; ; ; ;660; ; ;760;760;760;1;368.910.102.344.439
2023;4;1;1;2.02E+24;2322301;1;82;1;3;3;1;2; ;1;27;3;3;18;11;1995;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9333;4630;3;5;2;1;1;5;0;0;0;0;0;0;5;5;18;23;1; ;1;1;1;1;2;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;10;4; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ;260; ; ; ;260;260;260;1;494.272.753.366.664
2023;4;1;1;2.02E+24;2322301;1;82;1;4;3;1;2; ;2;21;4;4;8;3;2002;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;4;1;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;8;1; ;2;2;2;2;2;2;10;7;2; ; ; ; ; ; ; ; ; ; ; ; ;1;513.515.553.030.083
2023;4;1;1;2.02E+22;26325;1;8;1;1;1;1;2; ;1;86;1;3;13;12;1936;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;2; ; ; ; ;1;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;11;6; ;2;2;2;2;2;2;10;6;4; ; ; ; ; ; ; ; ; ; ; ; ;1;950.129.004.349.905
2023;4;1;1;2.02E+22;26325;1;8;1;2;2;1;2; ;2;84;2;2;4;7;1938;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;2; ; ; ; ;1;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;9;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;830.228.928.140.064
2023;4;1;1;2.02E+22;26325;1;8;1;3;3;1;2; ;2;57;3;3;99;99;1966;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;2; ; ; ; ;1;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;830.228.928.140.064
2023;4;1;1;2.02E+22;26325;1;8;1;4;5;1;1; ;2;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; 
2023;4;1;1;2.02E+22;26325;1;8;1;5;5;1;2; ;1;20;5;3;15;5;2002;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;2; ; ; ; ;2;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;10;2; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;107.283.867.764.516
2023;4;1;1;2.02E+22;22733;1;3;1;1;1;1;2; ;1;57;1;2;8;5;1965;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9412;5610;4; ;3;2;1;2;0;4;0;4;0;4;0;12; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;3;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;1;5;2; ;2; ;2; ;5;4; ;2;2;2;2;2;2;10;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;152.951.862.894.468
2023;4;1;1;2.02E+22;22733;1;3;1;2;2;1;2; ;2;55;2;2;19;6;1967;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9411;5610;2; ;3;2;1;2;0;9;9;9;9;9;9;54; ;54;1; ;2; ;2;2; ; ; ;2000;300; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;2; ;2;2;2;2;2;2;10;1;1; ;300; ; ; ; ;1939; ; ;2239;2239;2239;1;133.650.336.540.126
2023;4;1;1;2.02E+22;19587;1;55;1;1;1;1;2; ;2;64;1;1;23;4;1958;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;1;2; ; ; ;1;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1;713.688.937.771.443
2023;4;1;1;2.02E+22;27088;1;24;1;1;1;1;2; ;2;63;1;1;2;1;1960;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9111;9700;6; ; ; ;1;2;0;0;10;0;0;10;0;20; ;20;1; ;2; ;2;2;2;100;12; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;10;3; ;2;2;2;2;2;2;10;7;1;360; ; ; ; ;433; ; ; ;793;793;793;1;587.950.796.895.086
2023;4;1;1;2.02E+22;27088;1;24;1;2;2;1;2; ;1;65;2;2;11;6;1957;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4921;2; ;3;2;1;1;8;11;11;11;11;11;14;77; ;77;1; ;1;1;1;2; ; ; ;1000; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;1022; ; ;1022;1022;1022;1;672.861.528.099.413
2023;4;1;1;2.02E+22;27088;1;24;1;3;3;1;2; ;1;25;3;3;22;12;1997;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3439;9000;3;5;1; ;1;5;0;0;0;2;4;0;2;8; ;16;2;16;1;1;1;1;2;400; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;1;5;2; ;2; ;2; ;10;4; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ;1732; ; ; ;1732;1732;1732;1;787.747.631.140.031
2023;4;1;4;2.02E+24;3051402;1;65;1;1;1;1;2; ;1;29;1;1;20;7;1993;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9313;4210;3;5;1; ;5;1000;0;10;12;10;0;0;5;37;12;75;2;75;1;1;1;1;2;700;48; ; ; ; ;180;12; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;1;1;1;208; ; ;12; ;3031; ; ;180;3431;3239;3431;1;343.325.240.031.389
2023;4;1;4;2.02E+24;3051402;1;65;1;2;2;1;2; ;2;24;2;2;8;2;1999;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;4;1;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;2; ; ; ; ; ; ; ; ; ; ; ; ;1;234.787.834.663.909
